Date,WARD,TotalBedsUsed
2024-02-25,KHCC-4H-ADULT ICU,4
2024-02-25,KHCC-4H-BMT,14
2024-02-25,KHCC-5C-KOLAGHASSI WING,17
2024-02-25,KHCC-5H-PEDIATRIC,14
2024-02-25,KHCC-5H-PEDIATRIC ICU,4
2024-02-25,KHCC-6H-PEDIATRIC,23
2024-02-25,KHCC-7H-BMT,19
2024-02-25,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-02-25,KHCC-9H-LEUKEMIA,18
2024-02-25,KHCC-ADULT DAY CASE KSB,5
2024-02-25,KHCC-ADULT DAY CASE NZR,1
2024-02-25,KHCC-EMERGENCY KSB ROOM,1
2024-02-25,KHCC-EMERGENCY ROOM,12
2024-02-25,KHCC-PED DAY CASE,5
2024-02-26,KHCC-10H-BMT,7
2024-02-26,KHCC-10H-MEDICAL/SURGICAL,16
2024-02-26,KHCC-11H-MEDICAL/SURGICAL,5
2024-02-26,KHCC-2A-MEDICAL/SURGICAL,8
2024-02-26,KHCC-2B-AICU,8
2024-02-26,KHCC-2C-SIMU,7
2024-02-26,KHCC-3A-MEDICAL/SURGICAL,17
2024-02-26,KHCC-3B-MEDICAL/SURGICAL,19
2024-02-26,KHCC-3C-SURGERY,35
2024-02-26,KHCC-4A-MEDICAL/SURGICAL,19
2024-02-26,KHCC-4B-MEDICAL/SURGICAL,20
2024-02-26,KHCC-4C-HUSSAM AL-HARIRI,31
2024-02-26,KHCC-4H-ADULT ICU,4
2024-02-26,KHCC-4H-BMT,13
2024-02-26,KHCC-5C-KOLAGHASSI WING,18
2024-02-26,KHCC-5H-PEDIATRIC,15
2024-02-26,KHCC-5H-PEDIATRIC ICU,4
2024-02-26,KHCC-6H-PEDIATRIC,22
2024-02-26,KHCC-7H-BMT,23
2024-02-26,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-02-26,KHCC-9H-LEUKEMIA,17
2024-02-26,KHCC-ADULT DAY CASE KSB,5
2024-02-26,KHCC-BMT DAY CASE,2
2024-02-26,KHCC-EMERGENCY KSB ROOM,4
2024-02-26,KHCC-EMERGENCY ROOM,12
2024-02-26,KHCC-PED DAY CASE,13
2024-02-27,KHCC-10H-BMT,7
2024-02-27,KHCC-10H-MEDICAL/SURGICAL,16
2024-02-27,KHCC-11H-MEDICAL/SURGICAL,8
2024-02-27,KHCC-2A-MEDICAL/SURGICAL,8
2024-02-27,KHCC-2B-AICU,8
2024-02-27,KHCC-2C-SIMU,7
2024-02-27,KHCC-3A-MEDICAL/SURGICAL,17
2024-02-27,KHCC-3B-MEDICAL/SURGICAL,19
2024-02-27,KHCC-3C-SURGERY,35
2024-02-27,KHCC-4A-MEDICAL/SURGICAL,19
2024-02-27,KHCC-4B-MEDICAL/SURGICAL,20
2024-02-27,KHCC-4C-HUSSAM AL-HARIRI,32
2024-02-27,KHCC-4H-ADULT ICU,5
2024-02-27,KHCC-4H-BMT,13
2024-02-27,KHCC-5C-KOLAGHASSI WING,18
2024-02-27,KHCC-5H-PEDIATRIC,15
2024-02-27,KHCC-5H-PEDIATRIC ICU,5
2024-02-27,KHCC-6H-PEDIATRIC,24
2024-02-27,KHCC-7H-BMT,20
2024-02-27,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-02-27,KHCC-9H-LEUKEMIA,22
2024-02-27,KHCC-ADULT DAY CASE KSB,2
2024-02-27,KHCC-ADULT DAY CASE NZR,1
2024-02-27,KHCC-EMERGENCY KSB ROOM,3
2024-02-27,KHCC-EMERGENCY ROOM,10
2024-02-27,KHCC-PED DAY CASE,9
2024-02-28,KHCC-10H-BMT,7
2024-02-28,KHCC-10H-MEDICAL/SURGICAL,16
2024-02-28,KHCC-11H-MEDICAL/SURGICAL,9
2024-02-28,KHCC-2A-MEDICAL/SURGICAL,8
2024-02-28,KHCC-2B-AICU,9
2024-02-28,KHCC-2C-SIMU,7
2024-02-28,KHCC-3A-MEDICAL/SURGICAL,17
2024-02-28,KHCC-3B-MEDICAL/SURGICAL,19
2024-02-28,KHCC-3C-SURGERY,35
2024-02-28,KHCC-4A-MEDICAL/SURGICAL,19
2024-02-28,KHCC-4B-MEDICAL/SURGICAL,20
2024-02-28,KHCC-4C-HUSSAM AL-HARIRI,34
2024-02-28,KHCC-4H-ADULT ICU,7
2024-02-28,KHCC-4H-BMT,13
2024-02-28,KHCC-5C-KOLAGHASSI WING,18
2024-02-28,KHCC-5H-PEDIATRIC,15
2024-02-28,KHCC-5H-PEDIATRIC ICU,8
2024-02-28,KHCC-6H-PEDIATRIC,24
2024-02-28,KHCC-7H-BMT,21
2024-02-28,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-02-28,KHCC-9H-LEUKEMIA,22
2024-02-28,KHCC-ADULT DAY CASE KSB,4
2024-02-28,KHCC-ADULT DAY CASE NZR,6
2024-02-28,KHCC-BMT DAY CASE,1
2024-02-28,KHCC-EMERGENCY KSB ROOM,2
2024-02-28,KHCC-EMERGENCY ROOM,14
2024-02-28,KHCC-PED DAY CASE,10
2024-02-29,KHCC-10H-BMT,7
2024-02-29,KHCC-10H-MEDICAL/SURGICAL,16
2024-02-29,KHCC-11H-MEDICAL/SURGICAL,5
2024-02-29,KHCC-2A-MEDICAL/SURGICAL,8
2024-02-29,KHCC-2B-AICU,8
2024-02-29,KHCC-2C-SIMU,7
2024-02-29,KHCC-3A-MEDICAL/SURGICAL,16
2024-02-29,KHCC-3B-MEDICAL/SURGICAL,19
2024-02-29,KHCC-3C-SURGERY,35
2024-02-29,KHCC-4A-MEDICAL/SURGICAL,18
2024-02-29,KHCC-4B-MEDICAL/SURGICAL,19
2024-02-29,KHCC-4C-HUSSAM AL-HARIRI,34
2024-02-29,KHCC-4H-ADULT ICU,6
2024-02-29,KHCC-4H-BMT,14
2024-02-29,KHCC-5C-KOLAGHASSI WING,17
2024-02-29,KHCC-5H-PEDIATRIC,14
2024-02-29,KHCC-5H-PEDIATRIC ICU,8
2024-02-29,KHCC-6H-PEDIATRIC,24
2024-02-29,KHCC-7H-BMT,20
2024-02-29,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-02-29,KHCC-9H-LEUKEMIA,20
2024-02-29,KHCC-ADULT DAY CASE KSB,11
2024-02-29,KHCC-ADULT DAY CASE NZR,1
2024-02-29,KHCC-BMT DAY CASE,2
2024-02-29,KHCC-EMERGENCY KSB ROOM,1
2024-02-29,KHCC-PED DAY CASE,3
2024-03-01,KHCC-10H-BMT,7
2024-03-01,KHCC-10H-MEDICAL/SURGICAL,16
2024-03-01,KHCC-11H-MEDICAL/SURGICAL,4
2024-03-01,KHCC-2A-MEDICAL/SURGICAL,8
2024-03-01,KHCC-2B-AICU,7
2024-03-01,KHCC-2C-SIMU,6
2024-03-01,KHCC-3A-MEDICAL/SURGICAL,15
2024-03-01,KHCC-3B-MEDICAL/SURGICAL,14
2024-03-01,KHCC-3C-SURGERY,27
2024-03-01,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-01,KHCC-4B-MEDICAL/SURGICAL,18
2024-03-01,KHCC-4C-HUSSAM AL-HARIRI,26
2024-03-01,KHCC-4H-ADULT ICU,5
2024-03-01,KHCC-4H-BMT,12
2024-03-01,KHCC-5C-KOLAGHASSI WING,15
2024-03-01,KHCC-5H-PEDIATRIC,15
2024-03-01,KHCC-5H-PEDIATRIC ICU,6
2024-03-01,KHCC-6H-PEDIATRIC,23
2024-03-01,KHCC-7H-BMT,21
2024-03-01,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-01,KHCC-9H-LEUKEMIA,17
2024-03-01,KHCC-EMERGENCY ROOM,1
2024-03-02,KHCC-10H-BMT,7
2024-03-02,KHCC-10H-MEDICAL/SURGICAL,16
2024-03-02,KHCC-11H-MEDICAL/SURGICAL,4
2024-03-02,KHCC-2A-MEDICAL/SURGICAL,8
2024-03-02,KHCC-2B-AICU,5
2024-03-02,KHCC-2C-SIMU,1
2024-03-02,KHCC-3A-MEDICAL/SURGICAL,15
2024-03-02,KHCC-3B-MEDICAL/SURGICAL,17
2024-03-02,KHCC-3C-SURGERY,35
2024-03-02,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-02,KHCC-4B-MEDICAL/SURGICAL,14
2024-03-02,KHCC-4C-HUSSAM AL-HARIRI,29
2024-03-02,KHCC-4H-ADULT ICU,5
2024-03-02,KHCC-4H-BMT,12
2024-03-02,KHCC-5C-KOLAGHASSI WING,14
2024-03-02,KHCC-5H-PEDIATRIC,15
2024-03-02,KHCC-5H-PEDIATRIC ICU,7
2024-03-02,KHCC-6H-PEDIATRIC,24
2024-03-02,KHCC-7H-BMT,17
2024-03-02,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-02,KHCC-9H-LEUKEMIA,17
2024-03-02,KHCC-ADULT DAY CASE KSB,10
2024-03-03,KHCC-10H-BMT,7
2024-03-03,KHCC-10H-MEDICAL/SURGICAL,16
2024-03-03,KHCC-11H-MEDICAL/SURGICAL,4
2024-03-03,KHCC-2A-MEDICAL/SURGICAL,8
2024-03-03,KHCC-2B-AICU,5
2024-03-03,KHCC-2C-SIMU,6
2024-03-03,KHCC-3A-MEDICAL/SURGICAL,16
2024-03-03,KHCC-3B-MEDICAL/SURGICAL,16
2024-03-03,KHCC-3C-SURGERY,35
2024-03-03,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-03,KHCC-4B-MEDICAL/SURGICAL,18
2024-03-03,KHCC-4C-HUSSAM AL-HARIRI,34
2024-03-03,KHCC-4H-ADULT ICU,5
2024-03-03,KHCC-4H-BMT,14
2024-03-03,KHCC-5C-KOLAGHASSI WING,15
2024-03-03,KHCC-5H-PEDIATRIC,15
2024-03-03,KHCC-5H-PEDIATRIC ICU,7
2024-03-03,KHCC-6H-PEDIATRIC,24
2024-03-03,KHCC-7H-BMT,17
2024-03-03,KHCC-8H-SHAKOUR ABU GHAZAL,22
2024-03-03,KHCC-9H-LEUKEMIA,16
2024-03-03,KHCC-ADULT DAY CASE KSB,4
2024-03-03,KHCC-ADULT DAY CASE NZR,2
2024-03-03,KHCC-EMERGENCY ROOM,1
2024-03-03,KHCC-PED DAY CASE,5
2024-03-04,KHCC-10H-BMT,7
2024-03-04,KHCC-10H-MEDICAL/SURGICAL,16
2024-03-04,KHCC-11H-MEDICAL/SURGICAL,3
2024-03-04,KHCC-2A-MEDICAL/SURGICAL,8
2024-03-04,KHCC-2B-AICU,5
2024-03-04,KHCC-2C-SIMU,7
2024-03-04,KHCC-3A-MEDICAL/SURGICAL,15
2024-03-04,KHCC-3B-MEDICAL/SURGICAL,16
2024-03-04,KHCC-3C-SURGERY,34
2024-03-04,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-04,KHCC-4B-MEDICAL/SURGICAL,19
2024-03-04,KHCC-4C-HUSSAM AL-HARIRI,36
2024-03-04,KHCC-4H-ADULT ICU,6
2024-03-04,KHCC-4H-BMT,14
2024-03-04,KHCC-5C-KOLAGHASSI WING,16
2024-03-04,KHCC-5H-PEDIATRIC,15
2024-03-04,KHCC-5H-PEDIATRIC ICU,5
2024-03-04,KHCC-6H-PEDIATRIC,24
2024-03-04,KHCC-7H-BMT,18
2024-03-04,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-04,KHCC-9H-LEUKEMIA,15
2024-03-04,KHCC-ADULT DAY CASE KSB,5
2024-03-04,KHCC-BMT DAY CASE,1
2024-03-04,KHCC-EMERGENCY KSB ROOM,2
2024-03-04,KHCC-EMERGENCY ROOM,3
2024-03-04,KHCC-PED DAY CASE,15
2024-03-05,KHCC-10H-BMT,6
2024-03-05,KHCC-10H-MEDICAL/SURGICAL,16
2024-03-05,KHCC-11H-MEDICAL/SURGICAL,5
2024-03-05,KHCC-2A-MEDICAL/SURGICAL,8
2024-03-05,KHCC-2B-AICU,7
2024-03-05,KHCC-2C-SIMU,7
2024-03-05,KHCC-3A-MEDICAL/SURGICAL,17
2024-03-05,KHCC-3B-MEDICAL/SURGICAL,19
2024-03-05,KHCC-3C-SURGERY,35
2024-03-05,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-05,KHCC-4B-MEDICAL/SURGICAL,20
2024-03-05,KHCC-4C-HUSSAM AL-HARIRI,32
2024-03-05,KHCC-4H-ADULT ICU,5
2024-03-05,KHCC-4H-BMT,14
2024-03-05,KHCC-5C-KOLAGHASSI WING,16
2024-03-05,KHCC-5H-PEDIATRIC,15
2024-03-05,KHCC-5H-PEDIATRIC ICU,5
2024-03-05,KHCC-6H-PEDIATRIC,24
2024-03-05,KHCC-7H-BMT,19
2024-03-05,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-05,KHCC-9H-LEUKEMIA,17
2024-03-05,KHCC-ADULT DAY CASE KSB,5
2024-03-05,KHCC-ADULT DAY CASE NZR,1
2024-03-05,KHCC-EMERGENCY KSB ROOM,3
2024-03-05,KHCC-EMERGENCY ROOM,4
2024-03-05,KHCC-PED DAY CASE,9
2024-03-06,KHCC-10H-BMT,7
2024-03-06,KHCC-10H-MEDICAL/SURGICAL,16
2024-03-06,KHCC-11H-MEDICAL/SURGICAL,5
2024-03-06,KHCC-2A-MEDICAL/SURGICAL,8
2024-03-06,KHCC-2B-AICU,6
2024-03-06,KHCC-2C-SIMU,7
2024-03-06,KHCC-3A-MEDICAL/SURGICAL,17
2024-03-06,KHCC-3B-MEDICAL/SURGICAL,18
2024-03-06,KHCC-3C-SURGERY,35
2024-03-06,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-06,KHCC-4B-MEDICAL/SURGICAL,20
2024-03-06,KHCC-4C-HUSSAM AL-HARIRI,33
2024-03-06,KHCC-4H-ADULT ICU,5
2024-03-06,KHCC-4H-BMT,12
2024-03-06,KHCC-5C-KOLAGHASSI WING,17
2024-03-06,KHCC-5H-PEDIATRIC,15
2024-03-06,KHCC-5H-PEDIATRIC ICU,8
2024-03-06,KHCC-6H-PEDIATRIC,24
2024-03-06,KHCC-7H-BMT,20
2024-03-06,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-06,KHCC-9H-LEUKEMIA,19
2024-03-06,KHCC-ADULT DAY CASE KSB,9
2024-03-06,KHCC-ADULT DAY CASE NZR,6
2024-03-06,KHCC-BMT DAY CASE,1
2024-03-06,KHCC-EMERGENCY KSB ROOM,2
2024-03-06,KHCC-EMERGENCY ROOM,8
2024-03-06,KHCC-PED DAY CASE,6
2024-03-07,KHCC-10H-BMT,7
2024-03-07,KHCC-10H-MEDICAL/SURGICAL,16
2024-03-07,KHCC-11H-MEDICAL/SURGICAL,2
2024-03-07,KHCC-2A-MEDICAL/SURGICAL,6
2024-03-07,KHCC-2B-AICU,8
2024-03-07,KHCC-2C-SIMU,7
2024-03-07,KHCC-3A-MEDICAL/SURGICAL,17
2024-03-07,KHCC-3B-MEDICAL/SURGICAL,18
2024-03-07,KHCC-3C-SURGERY,35
2024-03-07,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-07,KHCC-4B-MEDICAL/SURGICAL,20
2024-03-07,KHCC-4C-HUSSAM AL-HARIRI,34
2024-03-07,KHCC-4H-ADULT ICU,3
2024-03-07,KHCC-4H-BMT,12
2024-03-07,KHCC-5C-KOLAGHASSI WING,17
2024-03-07,KHCC-5H-PEDIATRIC,15
2024-03-07,KHCC-5H-PEDIATRIC ICU,6
2024-03-07,KHCC-6H-PEDIATRIC,24
2024-03-07,KHCC-7H-BMT,17
2024-03-07,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-07,KHCC-9H-LEUKEMIA,24
2024-03-07,KHCC-ADULT DAY CASE KSB,7
2024-03-07,KHCC-ADULT DAY CASE NZR,1
2024-03-07,KHCC-BMT DAY CASE,1
2024-03-07,KHCC-EMERGENCY KSB ROOM,2
2024-03-07,KHCC-EMERGENCY ROOM,3
2024-03-07,KHCC-PED DAY CASE,2
2024-03-08,KHCC-10H-BMT,4
2024-03-08,KHCC-10H-MEDICAL/SURGICAL,12
2024-03-08,KHCC-11H-MEDICAL/SURGICAL,3
2024-03-08,KHCC-2A-MEDICAL/SURGICAL,6
2024-03-08,KHCC-2B-AICU,6
2024-03-08,KHCC-2C-SIMU,7
2024-03-08,KHCC-3A-MEDICAL/SURGICAL,13
2024-03-08,KHCC-3B-MEDICAL/SURGICAL,17
2024-03-08,KHCC-3C-SURGERY,23
2024-03-08,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-08,KHCC-4B-MEDICAL/SURGICAL,17
2024-03-08,KHCC-4C-HUSSAM AL-HARIRI,25
2024-03-08,KHCC-4H-ADULT ICU,4
2024-03-08,KHCC-4H-BMT,12
2024-03-08,KHCC-5C-KOLAGHASSI WING,15
2024-03-08,KHCC-5H-PEDIATRIC,14
2024-03-08,KHCC-5H-PEDIATRIC ICU,7
2024-03-08,KHCC-6H-PEDIATRIC,23
2024-03-08,KHCC-7H-BMT,13
2024-03-08,KHCC-8H-SHAKOUR ABU GHAZAL,22
2024-03-08,KHCC-9H-LEUKEMIA,21
2024-03-08,KHCC-EMERGENCY KSB ROOM,1
2024-03-08,KHCC-EMERGENCY ROOM,2
2024-03-09,KHCC-10H-BMT,5
2024-03-09,KHCC-10H-MEDICAL/SURGICAL,15
2024-03-09,KHCC-11H-MEDICAL/SURGICAL,3
2024-03-09,KHCC-2A-MEDICAL/SURGICAL,7
2024-03-09,KHCC-2B-AICU,7
2024-03-09,KHCC-2C-SIMU,4
2024-03-09,KHCC-3A-MEDICAL/SURGICAL,16
2024-03-09,KHCC-3B-MEDICAL/SURGICAL,17
2024-03-09,KHCC-3C-SURGERY,32
2024-03-09,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-09,KHCC-4B-MEDICAL/SURGICAL,19
2024-03-09,KHCC-4C-HUSSAM AL-HARIRI,25
2024-03-09,KHCC-4H-ADULT ICU,4
2024-03-09,KHCC-4H-BMT,11
2024-03-09,KHCC-5C-KOLAGHASSI WING,15
2024-03-09,KHCC-5H-PEDIATRIC,13
2024-03-09,KHCC-5H-PEDIATRIC ICU,5
2024-03-09,KHCC-6H-PEDIATRIC,22
2024-03-09,KHCC-7H-BMT,13
2024-03-09,KHCC-8H-SHAKOUR ABU GHAZAL,23
2024-03-09,KHCC-9H-LEUKEMIA,24
2024-03-09,KHCC-ADULT DAY CASE KSB,3
2024-03-09,KHCC-ADULT DAY CASE NZR,1
2024-03-09,KHCC-EMERGENCY KSB ROOM,1
2024-03-09,KHCC-EMERGENCY ROOM,2
2024-03-10,KHCC-10H-BMT,8
2024-03-10,KHCC-10H-MEDICAL/SURGICAL,15
2024-03-10,KHCC-11H-MEDICAL/SURGICAL,3
2024-03-10,KHCC-2A-MEDICAL/SURGICAL,7
2024-03-10,KHCC-2B-AICU,8
2024-03-10,KHCC-2C-SIMU,7
2024-03-10,KHCC-3A-MEDICAL/SURGICAL,17
2024-03-10,KHCC-3B-MEDICAL/SURGICAL,16
2024-03-10,KHCC-3C-SURGERY,33
2024-03-10,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-10,KHCC-4B-MEDICAL/SURGICAL,20
2024-03-10,KHCC-4C-HUSSAM AL-HARIRI,31
2024-03-10,KHCC-4H-ADULT ICU,5
2024-03-10,KHCC-4H-BMT,12
2024-03-10,KHCC-5C-KOLAGHASSI WING,14
2024-03-10,KHCC-5H-PEDIATRIC,14
2024-03-10,KHCC-5H-PEDIATRIC ICU,5
2024-03-10,KHCC-6H-PEDIATRIC,21
2024-03-10,KHCC-7H-BMT,15
2024-03-10,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-10,KHCC-9H-LEUKEMIA,24
2024-03-10,KHCC-ADULT DAY CASE KSB,4
2024-03-10,KHCC-BMT DAY CASE,1
2024-03-10,KHCC-EMERGENCY KSB ROOM,1
2024-03-10,KHCC-PED DAY CASE,3
2024-03-11,KHCC-10H-BMT,8
2024-03-11,KHCC-10H-MEDICAL/SURGICAL,16
2024-03-11,KHCC-11H-MEDICAL/SURGICAL,4
2024-03-11,KHCC-2A-MEDICAL/SURGICAL,7
2024-03-11,KHCC-2B-AICU,6
2024-03-11,KHCC-2C-SIMU,7
2024-03-11,KHCC-3A-MEDICAL/SURGICAL,17
2024-03-11,KHCC-3B-MEDICAL/SURGICAL,16
2024-03-11,KHCC-3C-SURGERY,34
2024-03-11,KHCC-4A-MEDICAL/SURGICAL,18
2024-03-11,KHCC-4B-MEDICAL/SURGICAL,20
2024-03-11,KHCC-4C-HUSSAM AL-HARIRI,25
2024-03-11,KHCC-4H-ADULT ICU,7
2024-03-11,KHCC-4H-BMT,14
2024-03-11,KHCC-5C-KOLAGHASSI WING,16
2024-03-11,KHCC-5H-PEDIATRIC,15
2024-03-11,KHCC-5H-PEDIATRIC ICU,3
2024-03-11,KHCC-6H-PEDIATRIC,23
2024-03-11,KHCC-7H-BMT,13
2024-03-11,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-11,KHCC-9H-LEUKEMIA,24
2024-03-11,KHCC-ADULT DAY CASE KSB,3
2024-03-11,KHCC-ADULT DAY CASE NZR,1
2024-03-11,KHCC-BMT DAY CASE,2
2024-03-11,KHCC-EMERGENCY KSB ROOM,1
2024-03-11,KHCC-EMERGENCY ROOM,3
2024-03-11,KHCC-PED DAY CASE,17
2024-03-12,KHCC-10H-BMT,8
2024-03-12,KHCC-10H-MEDICAL/SURGICAL,15
2024-03-12,KHCC-11H-MEDICAL/SURGICAL,3
2024-03-12,KHCC-2A-MEDICAL/SURGICAL,8
2024-03-12,KHCC-2B-AICU,8
2024-03-12,KHCC-2C-SIMU,6
2024-03-12,KHCC-3A-MEDICAL/SURGICAL,17
2024-03-12,KHCC-3B-MEDICAL/SURGICAL,16
2024-03-12,KHCC-3C-SURGERY,33
2024-03-12,KHCC-4A-MEDICAL/SURGICAL,16
2024-03-12,KHCC-4B-MEDICAL/SURGICAL,19
2024-03-12,KHCC-4C-HUSSAM AL-HARIRI,29
2024-03-12,KHCC-4H-ADULT ICU,7
2024-03-12,KHCC-4H-BMT,13
2024-03-12,KHCC-5C-KOLAGHASSI WING,13
2024-03-12,KHCC-5H-PEDIATRIC,11
2024-03-12,KHCC-5H-PEDIATRIC ICU,2
2024-03-12,KHCC-6H-PEDIATRIC,24
2024-03-12,KHCC-7H-BMT,15
2024-03-12,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-12,KHCC-9H-LEUKEMIA,21
2024-03-12,KHCC-ADULT DAY CASE KSB,9
2024-03-12,KHCC-EMERGENCY ROOM,3
2024-03-12,KHCC-PED DAY CASE,14
2024-03-13,KHCC-10H-BMT,4
2024-03-13,KHCC-10H-MEDICAL/SURGICAL,15
2024-03-13,KHCC-11H-MEDICAL/SURGICAL,5
2024-03-13,KHCC-2A-MEDICAL/SURGICAL,7
2024-03-13,KHCC-2B-AICU,9
2024-03-13,KHCC-2C-SIMU,6
2024-03-13,KHCC-3A-MEDICAL/SURGICAL,16
2024-03-13,KHCC-3B-MEDICAL/SURGICAL,17
2024-03-13,KHCC-3C-SURGERY,34
2024-03-13,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-13,KHCC-4B-MEDICAL/SURGICAL,18
2024-03-13,KHCC-4C-HUSSAM AL-HARIRI,35
2024-03-13,KHCC-4H-ADULT ICU,3
2024-03-13,KHCC-4H-BMT,12
2024-03-13,KHCC-5C-KOLAGHASSI WING,15
2024-03-13,KHCC-5H-PEDIATRIC,12
2024-03-13,KHCC-5H-PEDIATRIC ICU,5
2024-03-13,KHCC-6H-PEDIATRIC,24
2024-03-13,KHCC-7H-BMT,16
2024-03-13,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-13,KHCC-9H-LEUKEMIA,20
2024-03-13,KHCC-ADULT DAY CASE KSB,4
2024-03-13,KHCC-ADULT DAY CASE NZR,7
2024-03-13,KHCC-EMERGENCY KSB ROOM,2
2024-03-13,KHCC-EMERGENCY ROOM,2
2024-03-13,KHCC-PED DAY CASE,9
2024-03-14,KHCC-10H-BMT,5
2024-03-14,KHCC-10H-MEDICAL/SURGICAL,16
2024-03-14,KHCC-11H-MEDICAL/SURGICAL,5
2024-03-14,KHCC-2A-MEDICAL/SURGICAL,7
2024-03-14,KHCC-2B-AICU,9
2024-03-14,KHCC-2C-SIMU,7
2024-03-14,KHCC-3A-MEDICAL/SURGICAL,16
2024-03-14,KHCC-3B-MEDICAL/SURGICAL,17
2024-03-14,KHCC-3C-SURGERY,33
2024-03-14,KHCC-4A-MEDICAL/SURGICAL,18
2024-03-14,KHCC-4B-MEDICAL/SURGICAL,20
2024-03-14,KHCC-4C-HUSSAM AL-HARIRI,32
2024-03-14,KHCC-4H-ADULT ICU,4
2024-03-14,KHCC-4H-BMT,12
2024-03-14,KHCC-5C-KOLAGHASSI WING,16
2024-03-14,KHCC-5H-PEDIATRIC,13
2024-03-14,KHCC-5H-PEDIATRIC ICU,5
2024-03-14,KHCC-6H-PEDIATRIC,23
2024-03-14,KHCC-7H-BMT,17
2024-03-14,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-14,KHCC-9H-LEUKEMIA,17
2024-03-14,KHCC-ADULT DAY CASE KSB,3
2024-03-14,KHCC-PED DAY CASE,7
2024-03-15,KHCC-10H-BMT,4
2024-03-15,KHCC-10H-MEDICAL/SURGICAL,14
2024-03-15,KHCC-11H-MEDICAL/SURGICAL,4
2024-03-15,KHCC-2A-MEDICAL/SURGICAL,8
2024-03-15,KHCC-2B-AICU,8
2024-03-15,KHCC-2C-SIMU,6
2024-03-15,KHCC-3A-MEDICAL/SURGICAL,17
2024-03-15,KHCC-3B-MEDICAL/SURGICAL,14
2024-03-15,KHCC-3C-SURGERY,31
2024-03-15,KHCC-4A-MEDICAL/SURGICAL,18
2024-03-15,KHCC-4B-MEDICAL/SURGICAL,19
2024-03-15,KHCC-4C-HUSSAM AL-HARIRI,29
2024-03-15,KHCC-4H-ADULT ICU,3
2024-03-15,KHCC-4H-BMT,11
2024-03-15,KHCC-5C-KOLAGHASSI WING,15
2024-03-15,KHCC-5H-PEDIATRIC,14
2024-03-15,KHCC-5H-PEDIATRIC ICU,3
2024-03-15,KHCC-6H-PEDIATRIC,23
2024-03-15,KHCC-7H-BMT,17
2024-03-15,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-15,KHCC-9H-LEUKEMIA,16
2024-03-16,KHCC-10H-BMT,4
2024-03-16,KHCC-10H-MEDICAL/SURGICAL,16
2024-03-16,KHCC-11H-MEDICAL/SURGICAL,6
2024-03-16,KHCC-2A-MEDICAL/SURGICAL,8
2024-03-16,KHCC-2B-AICU,5
2024-03-16,KHCC-2C-SIMU,4
2024-03-16,KHCC-3A-MEDICAL/SURGICAL,17
2024-03-16,KHCC-3B-MEDICAL/SURGICAL,18
2024-03-16,KHCC-3C-SURGERY,32
2024-03-16,KHCC-4A-MEDICAL/SURGICAL,18
2024-03-16,KHCC-4B-MEDICAL/SURGICAL,20
2024-03-16,KHCC-4C-HUSSAM AL-HARIRI,30
2024-03-16,KHCC-4H-ADULT ICU,3
2024-03-16,KHCC-4H-BMT,10
2024-03-16,KHCC-5C-KOLAGHASSI WING,16
2024-03-16,KHCC-5H-PEDIATRIC,12
2024-03-16,KHCC-5H-PEDIATRIC ICU,4
2024-03-16,KHCC-6H-PEDIATRIC,17
2024-03-16,KHCC-7H-BMT,15
2024-03-16,KHCC-8H-SHAKOUR ABU GHAZAL,20
2024-03-16,KHCC-9H-LEUKEMIA,16
2024-03-16,KHCC-ADULT DAY CASE KSB,8
2024-03-16,KHCC-ADULT DAY CASE NZR,1
2024-03-16,KHCC-EMERGENCY ROOM,1
2024-03-17,KHCC-10H-BMT,4
2024-03-17,KHCC-10H-MEDICAL/SURGICAL,15
2024-03-17,KHCC-11H-MEDICAL/SURGICAL,3
